
******************************************************************************

       Photoionization cross-sections for Si II

   Data is from the Opacity project
   Verner high energy tail included for gnd level
   Smoothed with a gausian of width 3000 km/sec

          Types of cross sections included:
         -----------------------------------

           2-  Hydrogenic (n,l)
           3 - Hydrogenic (n)
          20 - Opacity Project: smoothed [number of data pairs]
          21 - Opacity Project: scaled, smoothed [number of data pairs]

 [Reference] photoionization cross-sections for Si\,{\sc ii} were computed as part of the Opacity Project by \cite{MEL95_Al_seq}.

******************************************************************************

04-Sep-1997                             !Date
3p3_4So                                  !Configuration name
20                                      !Type of cross-section
124                                     !Number of cross-section points
 1.000D+00 0.000D+00
 5.973D+00 0.000D+00
 6.003D+00 2.716D-06
 6.247D+00 2.785D-02
 6.405D+00 5.805D-02
 7.182D+00 7.739D-01
 7.290D+00 1.740D+00
 7.326D+00 2.628D+00
 7.363D+00 4.618D+00
 7.399D+00 1.004D+01
 7.436D+00 2.371D+01
 7.473D+00 5.491D+01
 7.548D+00 1.780D+02
 7.586D+00 2.365D+02
 7.624D+00 2.510D+02
 7.662D+00 2.167D+02
 7.700D+00 1.520D+02
 7.739D+00 8.860D+01
 7.777D+00 4.555D+01
 7.816D+00 2.183D+01
 7.855D+00 1.167D+01
 7.894D+00 7.333D+00
 7.934D+00 5.538D+00
 7.973D+00 4.623D+00
 8.013D+00 4.126D+00
 8.053D+00 3.824D+00
 8.093D+00 3.670D+00
 8.134D+00 3.625D+00
 8.174D+00 3.693D+00
 8.215D+00 3.875D+00
 8.256D+00 4.211D+00
 8.297D+00 4.760D+00
 8.338D+00 5.792D+00
 8.380D+00 8.922D+00
 8.422D+00 1.934D+01
 8.464D+00 5.147D+01
 8.506D+00 1.392D+02
 8.591D+00 5.692D+02
 8.634D+00 8.191D+02
 8.677D+00 9.213D+02
 8.721D+00 8.240D+02
 8.808D+00 3.243D+02
 8.852D+00 1.483D+02
 8.896D+00 5.456D+01
 8.940D+00 1.863D+01
 8.985D+00 6.236D+00
 9.030D+00 2.791D+00
 9.075D+00 1.567D+00
 9.304D+00 4.254D-01
 9.397D+00 9.417D-01
 9.491D+00 2.614D+00
 9.538D+00 3.281D+00
 9.586D+00 3.289D+00
 9.682D+00 1.863D+00
 1.059D+01 1.389D-01
 1.102D+01 7.175D-01
 1.107D+01 1.954D+00
 1.113D+01 5.216D+00
 1.119D+01 1.168D+01
 1.130D+01 3.737D+01
 1.135D+01 6.253D+01
 1.147D+01 1.640D+02
 1.152D+01 2.191D+02
 1.158D+01 2.349D+02
 1.164D+01 2.012D+02
 1.170D+01 1.352D+02
 1.176D+01 7.129D+01
 1.182D+01 3.025D+01
 1.187D+01 9.857D+00
 1.193D+01 2.766D+00
 1.199D+01 6.289D-01
 1.217D+01 8.659D-02
 1.248D+01 1.291D+00
 1.254D+01 3.420D+00
 1.267D+01 1.305D+01
 1.273D+01 1.865D+01
 1.279D+01 2.141D+01
 1.286D+01 2.007D+01
 1.299D+01 9.375D+00
 1.305D+01 4.818D+00
 1.312D+01 2.115D+00
 1.318D+01 1.145D+00
 1.325D+01 1.237D+00
 1.338D+01 2.805D+00
 1.345D+01 3.175D+00
 1.352D+01 2.890D+00
 1.358D+01 2.185D+00
 1.365D+01 1.594D+00
 1.372D+01 1.453D+00
 1.386D+01 1.818D+00
 1.393D+01 1.818D+00
 1.399D+01 1.681D+00
 1.406D+01 1.578D+00
 1.428D+01 1.929D+00
 1.449D+01 3.254D+00
 1.464D+01 4.030D+00
 1.471D+01 4.179D+00
 1.478D+01 4.223D+00
 1.515D+01 3.693D+00
 1.554D+01 3.173D+00
 1.577D+01 2.900D+00
 1.641D+01 2.282D+00
 1.674D+01 1.959D+00
 1.760D+01 1.371D+00
 1.786D+01 1.207D+00
 1.822D+01 1.054D+00
 1.905D+01 2.383D+00
 1.925D+01 2.911D+00
 1.963D+01 1.851D+00
 2.201D+01 5.558D-01
 2.224D+01 5.417D-01
 2.280D+01 5.053D-01
 2.556D+01 3.585D-01
 2.866D+01 2.543D-01
 3.214D+01 1.803D-01
 3.604D+01 1.279D-01
 4.041D+01 9.073D-02
 4.531D+01 6.435D-02
 5.081D+01 4.564D-02
 5.698D+01 3.237D-02
 6.389D+01 2.296D-02
 7.164D+01 1.629D-02
 8.033D+01 1.155D-02
 8.485D+01 9.798D-03
3s2(1S)7f2Fo                            !Configuration name
20                                      !Type of cross-section
170                                     !Number of cross-section points
 1.000D+00 2.575D+01
 1.025D+00 2.429D+01
 1.035D+00 2.370D+01
 1.041D+00 2.341D+01
 1.133D+00 1.914D+01
 1.161D+00 1.805D+01
 1.184D+00 1.715D+01
 1.190D+00 1.692D+01
 1.295D+00 1.360D+01
 1.308D+00 1.325D+01
 1.322D+00 1.290D+01
 1.396D+00 1.073D+01
 1.417D+00 1.007D+01
 1.482D+00 8.931D+00
 1.565D+00 7.967D+00
 1.621D+00 7.356D+00
 1.687D+00 6.631D+00
 1.695D+00 6.539D+00
 1.827D+00 5.339D+00
 1.836D+00 5.272D+00
 1.845D+00 5.204D+00
 1.873D+00 5.000D+00
 1.901D+00 4.791D+00
 1.910D+00 4.721D+00
 2.079D+00 3.731D+00
 2.110D+00 3.580D+00
 2.153D+00 3.374D+00
 2.163D+00 3.321D+00
 2.331D+00 2.662D+00
 2.343D+00 2.625D+00
 2.354D+00 2.588D+00
 2.378D+00 2.513D+00
 2.402D+00 2.438D+00
 2.414D+00 2.400D+00
 2.601D+00 1.909D+00
 2.614D+00 1.881D+00
 2.627D+00 1.854D+00
 2.653D+00 1.799D+00
 2.680D+00 1.743D+00
 2.707D+00 1.687D+00
 2.931D+00 1.312D+00
 2.960D+00 1.271D+00
 2.990D+00 1.230D+00
 3.020D+00 1.188D+00
 3.270D+00 9.117D-01
 3.303D+00 8.817D-01
 3.336D+00 8.515D-01
 3.353D+00 8.362D-01
 3.741D+00 5.744D-01
 3.874D+00 4.899D-01
 4.051D+00 4.036D-01
 4.133D+00 3.737D-01
 4.216D+00 3.432D-01
 4.237D+00 3.355D-01
 4.431D+00 2.832D-01
 4.543D+00 3.433D-01
 4.588D+00 3.635D-01
 4.704D+00 3.061D-01
 4.798D+00 2.601D-01
 4.870D+00 2.297D-01
 4.993D+00 1.917D-01
 5.196D+00 1.504D-01
 5.301D+00 1.327D-01
 5.380D+00 1.491D-01
 5.407D+00 1.539D-01
 5.489D+00 1.216D-01
 5.655D+00 8.588D-02
 5.740D+00 1.128D-01
 5.769D+00 1.182D-01
 5.856D+00 8.024D-02
 5.914D+00 6.244D-02
 5.973D+00 6.677D-02
 6.003D+00 6.848D-02
 6.063D+00 6.181D-02
 6.094D+00 5.943D-02
 6.155D+00 6.408D-02
 6.185D+00 6.503D-02
 6.341D+00 2.491D-02
 6.405D+00 7.085D-03
 6.599D+00 1.399D-01
 6.765D+00 2.660D-01
 6.799D+00 2.849D-01
 6.867D+00 3.077D-01
 6.936D+00 2.677D-01
 7.005D+00 2.415D-01
 7.182D+00 4.702D-01
 7.326D+00 6.500D-01
 7.511D+00 5.028D-01
 7.894D+00 2.337D-01
 8.093D+00 5.393D-01
 8.215D+00 6.499D-01
 8.256D+00 6.386D-01
 8.297D+00 6.342D-01
 8.464D+00 7.959D-01
 8.506D+00 8.940D-01
 8.549D+00 1.046D+00
 8.591D+00 1.309D+00
 8.634D+00 1.757D+00
 8.677D+00 2.638D+00
 8.721D+00 4.995D+00
 8.764D+00 1.260D+01
 8.808D+00 3.543D+01
 8.852D+00 9.659D+01
 8.940D+00 3.887D+02
 8.985D+00 5.546D+02
 9.030D+00 6.197D+02
 9.075D+00 5.523D+02
 9.166D+00 2.197D+02
 9.211D+00 1.029D+02
 9.730D+00 1.313D-01
 9.876D+00 3.338D-01
 9.975D+00 4.195D-01
 1.013D+01 3.615D-01
 1.070D+01 1.964D-01
 1.091D+01 1.604D-01
 1.141D+01 1.035D-01
 1.164D+01 8.907D-02
 1.230D+01 6.177D-02
 1.254D+01 5.631D-02
 1.273D+01 5.374D-02
 1.292D+01 5.513D-02
 1.299D+01 5.550D-02
 1.312D+01 5.525D-02
 1.318D+01 5.521D-02
 1.331D+01 5.597D-02
 1.365D+01 4.167D-02
 1.372D+01 3.626D-02
 1.379D+01 2.811D-02
 1.399D+01 1.364D-02
 1.421D+01 2.871D-02
 1.442D+01 3.703D-02
 1.471D+01 1.546D-02
 1.486D+01 9.420D-03
 1.508D+01 2.497D-02
 1.523D+01 2.961D-02
 1.538D+01 2.576D-02
 1.569D+01 2.323D-02
 1.609D+01 1.344D-02
 1.625D+01 9.596D-03
 1.649D+01 1.958D-02
 1.666D+01 2.373D-02
 1.725D+01 1.167D-02
 1.742D+01 9.183D-03
 1.760D+01 1.149D-02
 1.768D+01 1.169D-02
 1.786D+01 8.954D-03
 1.795D+01 8.147D-03
 1.831D+01 1.895D-02
 1.840D+01 2.260D-02
 1.896D+01 1.579D+00
 1.915D+01 2.411D+00
 1.944D+01 9.332D-01
 2.003D+01 1.627D-02
 2.023D+01 1.735D-02
 2.053D+01 1.568D-02
 2.212D+01 1.032D-02
 2.268D+01 9.653D-03
 2.384D+01 8.565D-03
 2.481D+01 7.668D-03
 2.782D+01 5.400D-03
 3.119D+01 3.830D-03
 3.498D+01 2.717D-03
 3.922D+01 1.927D-03
 4.398D+01 1.367D-03
 4.932D+01 9.693D-04
 5.530D+01 6.875D-04
 6.201D+01 4.876D-04
 6.953D+01 3.459D-04
 7.797D+01 2.453D-04
 8.235D+01 2.081D-04
3s2(1S)7g2Ge                            !Configuration name
20                                      !Type of cross-section
140                                     !Number of cross-section points
 1.000D+00 1.778D+01
 1.005D+00 1.774D+01
 1.041D+00 1.633D+01
 1.046D+00 1.610D+01
 1.062D+00 1.540D+01
 1.078D+00 1.469D+01
 1.083D+00 1.445D+01
 1.179D+00 1.107D+01
 1.190D+00 1.072D+01
 1.295D+00 8.149D+00
 1.308D+00 7.885D+00
 1.417D+00 6.099D+00
 1.431D+00 5.902D+00
 1.438D+00 5.802D+00
 1.445D+00 5.703D+00
 1.573D+00 4.271D+00
 1.581D+00 4.198D+00
 1.704D+00 3.249D+00
 1.712D+00 3.195D+00
 1.721D+00 3.141D+00
 1.738D+00 3.032D+00
 1.891D+00 2.247D+00
 1.901D+00 2.208D+00
 1.920D+00 2.129D+00
 1.929D+00 2.090D+00
 2.089D+00 1.556D+00
 2.100D+00 1.528D+00
 2.285D+00 1.114D+00
 2.297D+00 1.093D+00
 2.487D+00 8.079D-01
 2.499D+00 7.925D-01
 2.720D+00 5.762D-01
 2.734D+00 5.653D-01
 2.990D+00 4.084D-01
 3.254D+00 2.718D-01
 3.559D+00 1.634D-01
 3.741D+00 1.495D-01
 3.951D+00 1.181D-01
 4.322D+00 6.241D-02
 4.727D+00 3.760D-02
 4.751D+00 3.742D-02
 4.822D+00 4.161D-02
 4.846D+00 4.285D-02
 4.919D+00 3.642D-02
 5.354D+00 1.722D-02
 5.434D+00 1.887D-02
 5.461D+00 1.949D-02
 5.544D+00 1.598D-02
 5.740D+00 1.046D-02
 5.798D+00 1.124D-02
 5.856D+00 1.180D-02
 5.914D+00 9.934D-03
 6.003D+00 7.901D-03
 6.063D+00 8.627D-03
 6.094D+00 8.807D-03
 6.155D+00 7.810D-03
 6.216D+00 7.129D-03
 6.310D+00 9.782D-03
 6.341D+00 1.083D-02
 6.437D+00 5.959D-03
 6.566D+00 3.567D-04
 6.665D+00 1.776D-03
 6.732D+00 2.667D-03
 6.833D+00 1.920D-03
 7.146D+00 5.298D-04
 7.816D+00 1.356D-02
 7.855D+00 1.756D-02
 7.934D+00 2.208D-02
 8.013D+00 1.996D-02
 8.215D+00 1.374D-01
 8.256D+00 1.580D-01
 8.338D+00 1.201D-01
 8.422D+00 7.785D-02
 8.677D+00 1.785D-01
 8.721D+00 2.772D-01
 8.808D+00 6.049D-01
 8.852D+00 7.739D-01
 8.896D+00 1.644D+00
 8.940D+00 5.382D+00
 8.985D+00 1.856D+01
 9.030D+00 5.660D+01
 9.120D+00 2.458D+02
 9.166D+00 3.537D+02
 9.211D+00 3.937D+02
 9.258D+00 3.460D+02
 9.304D+00 2.377D+02
 9.350D+00 1.284D+02
 9.397D+00 5.613D+01
 9.926D+00 7.305D-03
 1.008D+01 2.972D-02
 1.023D+01 5.248D-02
 1.038D+01 4.596D-02
 1.107D+01 2.222D-02
 1.135D+01 5.837D-02
 1.141D+01 6.735D-02
 1.158D+01 3.817D-02
 1.223D+01 6.540D-03
 1.248D+01 9.069D-03
 1.254D+01 9.413D-03
 1.273D+01 5.766D-03
 1.299D+01 3.609D-03
 1.305D+01 3.611D-03
 1.331D+01 2.949D-03
 1.372D+01 2.287D-03
 1.379D+01 2.300D-03
 1.386D+01 2.304D-03
 1.413D+01 9.444D-04
 1.428D+01 3.957D-04
 1.449D+01 9.793D-04
 1.471D+01 1.516D-03
 1.493D+01 1.040D-03
 1.500D+01 8.919D-04
 1.523D+01 1.693D-03
 1.538D+01 2.040D-03
 1.554D+01 1.584D-03
 1.569D+01 1.312D-03
 1.593D+01 1.633D-03
 1.601D+01 1.716D-03
 1.633D+01 9.785D-04
 1.649D+01 6.714D-04
 1.674D+01 1.205D-03
 1.699D+01 1.617D-03
 1.725D+01 1.239D-03
 1.768D+01 5.311D-04
 1.786D+01 8.291D-04
 1.804D+01 1.040D-03
 1.813D+01 1.036D-03
 1.859D+01 5.033D-03
 1.868D+01 6.458D-03
 1.934D+01 1.550D+00
 1.954D+01 2.570D+00
 1.983D+01 9.950D-01
 2.063D+01 8.159D-03
 2.095D+01 6.130D-03
 2.291D+01 1.188D-03
 2.506D+01 3.074D-04
 2.741D+01 2.165D-04
 2.998D+01 1.655D-04
 3.279D+01 1.265D-04
 3.498D+01 1.042D-04
3s2(1S)7h2Ho                           !Configuration name
20                                      !Type of cross-section
116                                     !Number of cross-section points
 1.000D+00 1.054D-01
 1.094D+00 7.575D-02
 1.196D+00 5.473D-02
 1.226D+00 5.001D-02
 1.233D+00 4.905D-02
 1.335D+00 3.616D-02
 1.341D+00 3.547D-02
 1.467D+00 2.506D-02
 1.573D+00 1.929D-02
 1.581D+00 1.892D-02
 1.704D+00 1.408D-02
 1.712D+00 1.381D-02
 1.863D+00 9.911D-03
 1.873D+00 9.713D-03
 2.048D+00 6.718D-03
 2.174D+00 5.259D-03
 2.185D+00 5.150D-03
 2.366D+00 3.654D-03
 2.378D+00 3.574D-03
 2.562D+00 2.540D-03
 2.575D+00 2.481D-03
 2.775D+00 1.716D-03
 2.789D+00 1.673D-03
 3.050D+00 1.013D-03
 3.336D+00 5.736D-04
 3.649D+00 2.927D-04
 3.741D+00 2.371D-04
 3.778D+00 2.150D-04
 4.133D+00 8.925D-05
 4.520D+00 3.168D-05
 4.822D+00 1.687D-05
 4.919D+00 1.317D-05
 5.018D+00 1.105D-05
 5.461D+00 3.103D-05
 5.516D+00 3.810D-05
 5.571D+00 3.150D-05
 5.627D+00 2.735D-05
 5.827D+00 1.141D-04
 5.885D+00 1.550D-04
 5.944D+00 1.248D-04
 5.973D+00 1.090D-04
 6.063D+00 1.512D-04
 6.155D+00 2.045D-04
 6.247D+00 2.875D-04
 6.341D+00 3.718D-04
 6.469D+00 1.412D-04
 6.533D+00 5.880D-05
 6.833D+00 6.653D-03
 7.005D+00 1.021D-02
 7.146D+00 7.885D-03
 7.816D+00 1.413D-04
 8.013D+00 7.246D-05
 8.215D+00 3.289D-04
 8.297D+00 4.057D-04
 8.380D+00 3.080D-04
 8.549D+00 1.780D-04
 8.808D+00 1.241D-02
 8.852D+00 1.620D-02
 8.896D+00 3.467D-02
 8.940D+00 1.425D-01
 8.985D+00 6.427D-01
 9.030D+00 2.557D+00
 9.075D+00 7.533D+00
 9.166D+00 3.099D+01
 9.211D+00 4.253D+01
 9.258D+00 4.581D+01
 9.304D+00 3.821D+01
 9.350D+00 2.509D+01
 9.397D+00 1.309D+01
 9.444D+00 5.366D+00
 9.491D+00 1.899D+00
 9.926D+00 4.885D-04
 1.018D+01 1.495D-02
 1.028D+01 1.968D-02
 1.048D+01 1.423D-02
 1.147D+01 2.656D-04
 1.176D+01 3.569D-05
 1.217D+01 2.281D-04
 1.261D+01 3.692D-04
 1.279D+01 3.536D-04
 1.286D+01 3.464D-04
 1.318D+01 1.100D-03
 1.325D+01 1.242D-03
 1.345D+01 5.444D-04
 1.421D+01 7.258D-06
 1.464D+01 7.710D-05
 1.478D+01 1.082D-04
 1.500D+01 6.980D-05
 1.508D+01 5.463D-05
 1.538D+01 1.476D-04
 1.561D+01 1.844D-04
 1.569D+01 1.820D-04
 1.601D+01 2.690D-04
 1.617D+01 3.302D-04
 1.633D+01 2.480D-04
 1.649D+01 1.820D-04
 1.674D+01 4.032D-04
 1.699D+01 5.095D-04
 1.725D+01 6.170D-04
 1.734D+01 6.538D-04
 1.760D+01 4.239D-04
 1.777D+01 2.508D-04
 1.795D+01 3.099D-04
 1.804D+01 3.386D-04
 1.831D+01 2.085D-04
 1.840D+01 1.765D-04
 1.954D+01 5.604D-01
 1.963D+01 6.561D-01
 1.993D+01 2.501D-01
 2.063D+01 9.585D-04
 2.095D+01 6.200D-04
 2.291D+01 3.680D-05
 2.506D+01 2.812D-05
 2.741D+01 2.149D-05
 2.998D+01 1.642D-05
 3.262D+01 1.274D-05
3s2(1S)8p2Po                            !Configuration name
20                                      !Type of cross-section
214                                     !Number of cross-section points
 1.000D+00 6.361D+00
 1.005D+00 6.336D+00
 1.046D+00 5.407D+00
 1.173D+00 2.799D+00
 1.214D+00 2.267D+00
 1.233D+00 2.121D+00
 1.239D+00 2.089D+00
 1.245D+00 2.072D+00
 1.251D+00 2.069D+00
 1.257D+00 2.082D+00
 1.264D+00 2.108D+00
 1.270D+00 2.153D+00
 1.276D+00 2.225D+00
 1.289D+00 2.489D+00
 1.308D+00 3.233D+00
 1.328D+00 4.812D+00
 1.348D+00 7.835D+00
 1.375D+00 1.681D+01
 1.410D+00 3.696D+01
 1.431D+00 4.889D+01
 1.438D+00 5.056D+01
 1.445D+00 5.065D+01
 1.453D+00 4.953D+01
 1.489D+00 3.589D+01
 1.519D+00 2.467D+01
 1.550D+00 1.768D+01
 1.581D+00 1.346D+01
 1.613D+00 1.076D+01
 1.645D+00 8.924D+00
 1.712D+00 6.721D+00
 1.764D+00 5.712D+00
 1.782D+00 5.515D+00
 1.791D+00 5.458D+00
 1.799D+00 5.442D+00
 1.808D+00 5.483D+00
 1.817D+00 5.614D+00
 1.827D+00 5.875D+00
 1.836D+00 6.338D+00
 1.863D+00 9.441D+00
 1.873D+00 1.073D+01
 1.882D+00 1.157D+01
 1.891D+00 1.147D+01
 1.901D+00 1.037D+01
 1.920D+00 6.399D+00
 1.939D+00 3.439D+00
 1.949D+00 2.791D+00
 1.958D+00 2.479D+00
 1.968D+00 2.354D+00
 1.978D+00 2.294D+00
 2.018D+00 2.165D+00
 2.110D+00 1.882D+00
 2.174D+00 1.686D+00
 2.185D+00 1.653D+00
 2.366D+00 1.203D+00
 2.378D+00 1.179D+00
 2.562D+00 8.713D-01
 2.575D+00 8.541D-01
 2.588D+00 8.367D-01
 2.601D+00 8.193D-01
 2.803D+00 6.048D-01
 2.817D+00 5.923D-01
 3.035D+00 4.316D-01
 3.050D+00 4.227D-01
 3.287D+00 3.067D-01
 3.303D+00 3.003D-01
 3.704D+00 1.857D-01
 3.778D+00 1.778D-01
 3.874D+00 2.699D-01
 3.912D+00 3.279D-01
 3.991D+00 2.224D-01
 4.071D+00 1.414D-01
 4.133D+00 1.105D-01
 4.174D+00 9.739D-02
 4.237D+00 1.045D-01
 4.279D+00 1.111D-01
 4.657D+00 8.434D-01
 4.704D+00 1.035D+00
 4.727D+00 1.046D+00
 4.751D+00 9.948D-01
 4.822D+00 6.411D-01
 4.919D+00 3.726D-01
 4.968D+00 3.870D-01
 5.068D+00 2.169D-01
 5.222D+00 8.715D-02
 5.327D+00 7.854D-02
 5.461D+00 6.864D-02
 5.599D+00 1.398D-01
 5.655D+00 1.878D-01
 5.740D+00 1.082D-01
 5.827D+00 6.145D-02
 5.973D+00 2.168D-01
 6.003D+00 2.551D-01
 6.094D+00 1.540D-01
 6.155D+00 1.031D-01
 6.216D+00 1.430D-01
 6.278D+00 1.694D-01
 6.310D+00 1.693D-01
 6.373D+00 1.989D-01
 6.405D+00 2.133D-01
 6.501D+00 1.048D-01
 6.632D+00 6.495D-03
 6.867D+00 8.388D-01
 6.970D+00 1.506D+00
 7.005D+00 1.667D+00
 7.040D+00 1.722D+00
 7.075D+00 1.649D+00
 7.146D+00 1.243D+00
 7.182D+00 1.068D+00
 7.218D+00 9.573D-01
 7.253D+00 8.835D-01
 7.326D+00 7.258D-01
 7.436D+00 6.190D-01
 7.700D+00 8.341D-01
 7.855D+00 1.079D+00
 8.013D+00 1.533D+00
 8.174D+00 2.584D+00
 8.256D+00 3.163D+00
 8.297D+00 3.298D+00
 8.338D+00 3.283D+00
 8.422D+00 3.053D+00
 8.464D+00 3.015D+00
 8.549D+00 3.143D+00
 8.591D+00 3.116D+00
 8.634D+00 2.952D+00
 8.721D+00 2.393D+00
 8.764D+00 2.210D+00
 8.808D+00 2.245D+00
 8.852D+00 2.655D+00
 8.985D+00 6.076D+00
 9.030D+00 7.396D+00
 9.075D+00 9.775D+00
 9.120D+00 1.628D+01
 9.166D+00 3.474D+01
 9.211D+00 8.459D+01
 9.350D+00 5.189D+02
 9.397D+00 6.104D+02
 9.444D+00 5.729D+02
 9.538D+00 2.552D+02
 9.586D+00 1.309D+02
 9.634D+00 6.255D+01
 9.682D+00 3.635D+01
 9.730D+00 2.807D+01
 9.779D+00 2.608D+01
 9.926D+00 1.420D+01
 1.013D+01 1.548D+00
 1.023D+01 2.277D+00
 1.033D+01 2.637D+00
 1.048D+01 1.729D+00
 1.080D+01 8.532D-01
 1.091D+01 9.636D-01
 1.097D+01 9.925D-01
 1.113D+01 7.483D-01
 1.152D+01 4.331D-01
 1.170D+01 3.255D-01
 1.193D+01 2.245D-01
 1.205D+01 2.468D-01
 1.211D+01 2.561D-01
 1.230D+01 1.925D-01
 1.254D+01 1.293D-01
 1.267D+01 1.410D-01
 1.273D+01 1.432D-01
 1.292D+01 9.601D-02
 1.312D+01 4.990D-02
 1.338D+01 1.049D-01
 1.352D+01 1.345D-01
 1.379D+01 3.487D-01
 1.393D+01 4.114D-01
 1.406D+01 2.681D-01
 1.449D+01 7.820D-02
 1.464D+01 1.296D-01
 1.493D+01 1.771D-01
 1.500D+01 1.812D-01
 1.531D+01 9.136D-02
 1.546D+01 4.143D-02
 1.569D+01 8.224D-02
 1.601D+01 1.305D-01
 1.625D+01 9.603D-02
 1.641D+01 7.195D-02
 1.658D+01 8.151D-02
 1.683D+01 4.876D-02
 1.699D+01 2.802D-02
 1.725D+01 5.821D-02
 1.742D+01 7.079D-02
 1.795D+01 3.931D-02
 1.813D+01 2.763D-02
 1.831D+01 3.307D-02
 1.840D+01 3.489D-02
 1.859D+01 3.009D-02
 1.868D+01 3.008D-02
 1.887D+01 4.378D-02
 1.905D+01 5.544D-02
 1.925D+01 5.127D-02
 1.983D+01 1.779D+00
 2.003D+01 2.374D+00
 2.023D+01 1.372D+00
 2.084D+01 5.025D-02
 2.105D+01 6.356D-02
 2.126D+01 6.786D-02
 2.212D+01 5.005D-02
 2.314D+01 3.621D-02
 2.384D+01 3.058D-02
 2.543D+01 2.550D-02
 2.660D+01 2.348D-02
 2.983D+01 1.666D-02
 3.345D+01 1.181D-02
 3.750D+01 8.379D-03
 4.205D+01 5.942D-03
 4.715D+01 4.215D-03
 5.288D+01 2.989D-03
 5.929D+01 2.120D-03
 6.648D+01 1.504D-03
 7.455D+01 1.067D-03
 8.359D+01 7.565D-04
 8.656D+01 6.813D-04
3s3p(3P)3d4Do                           !Configuration name
20                                      !Type of cross-section
172                                     !Number of cross-section points
 1.000D+00 0.000D+00
 6.437D+00 0.000D+00
 6.469D+00 3.099D-05
 6.765D+00 6.236D-01
 6.901D+00 1.564D+00
 7.005D+00 3.021D+00
 7.110D+00 5.867D+00
 7.218D+00 1.122D+01
 7.436D+00 3.415D+01
 7.548D+00 4.692D+01
 7.586D+00 4.948D+01
 7.624D+00 5.067D+01
 7.662D+00 5.057D+01
 7.700D+00 4.922D+01
 7.816D+00 4.091D+01
 7.973D+00 3.035D+01
 8.053D+00 2.789D+01
 8.134D+00 2.637D+01
 8.215D+00 2.394D+01
 8.338D+00 1.711D+01
 8.464D+00 1.097D+01
 8.677D+00 5.233D+00
 8.808D+00 3.476D+00
 8.852D+00 3.171D+00
 8.896D+00 3.030D+00
 8.940D+00 3.115D+00
 8.985D+00 3.478D+00
 9.030D+00 4.294D+00
 9.075D+00 5.889D+00
 9.120D+00 9.326D+00
 9.166D+00 1.691D+01
 9.211D+00 3.376D+01
 9.350D+00 1.574D+02
 9.397D+00 1.933D+02
 9.444D+00 2.101D+02
 9.491D+00 2.125D+02
 9.538D+00 2.129D+02
 9.586D+00 2.163D+02
 9.634D+00 2.188D+02
 9.682D+00 2.134D+02
 9.828D+00 1.482D+02
 9.975D+00 8.470D+01
 1.003D+01 7.184D+01
 1.008D+01 6.376D+01
 1.013D+01 6.154D+01
 1.018D+01 6.825D+01
 1.028D+01 1.023D+02
 1.033D+01 1.131D+02
 1.038D+01 1.069D+02
 1.048D+01 6.230D+01
 1.054D+01 4.246D+01
 1.059D+01 3.067D+01
 1.064D+01 2.443D+01
 1.070D+01 2.143D+01
 1.075D+01 1.963D+01
 1.091D+01 1.637D+01
 1.135D+01 1.148D+01
 1.164D+01 9.774D+00
 1.176D+01 9.344D+00
 1.182D+01 9.192D+00
 1.187D+01 9.105D+00
 1.193D+01 9.108D+00
 1.199D+01 9.172D+00
 1.205D+01 9.175D+00
 1.211D+01 8.908D+00
 1.230D+01 5.792D+00
 1.236D+01 4.939D+00
 1.242D+01 4.675D+00
 1.248D+01 4.805D+00
 1.254D+01 5.009D+00
 1.261D+01 5.032D+00
 1.273D+01 4.542D+00
 1.286D+01 4.121D+00
 1.299D+01 3.926D+00
 1.305D+01 3.863D+00
 1.312D+01 3.839D+00
 1.318D+01 3.983D+00
 1.325D+01 4.572D+00
 1.331D+01 6.103D+00
 1.345D+01 1.183D+01
 1.352D+01 1.395D+01
 1.358D+01 1.368D+01
 1.372D+01 8.444D+00
 1.379D+01 6.289D+00
 1.386D+01 5.591D+00
 1.393D+01 5.903D+00
 1.399D+01 6.466D+00
 1.406D+01 6.605D+00
 1.413D+01 6.124D+00
 1.421D+01 5.353D+00
 1.428D+01 4.666D+00
 1.435D+01 4.241D+00
 1.442D+01 4.086D+00
 1.449D+01 4.055D+00
 1.456D+01 3.990D+00
 1.464D+01 3.785D+00
 1.478D+01 3.076D+00
 1.486D+01 2.797D+00
 1.493D+01 2.650D+00
 1.500D+01 2.682D+00
 1.508D+01 2.918D+00
 1.523D+01 3.878D+00
 1.531D+01 4.250D+00
 1.538D+01 4.354D+00
 1.546D+01 4.163D+00
 1.561D+01 3.365D+00
 1.569D+01 3.049D+00
 1.577D+01 3.046D+00
 1.585D+01 3.482D+00
 1.601D+01 5.285D+00
 1.609D+01 5.753D+00
 1.617D+01 5.567D+00
 1.625D+01 4.973D+00
 1.633D+01 4.512D+00
 1.641D+01 4.485D+00
 1.649D+01 4.665D+00
 1.658D+01 4.637D+00
 1.666D+01 4.227D+00
 1.674D+01 3.596D+00
 1.683D+01 3.035D+00
 1.691D+01 2.696D+00
 1.699D+01 2.530D+00
 1.708D+01 2.471D+00
 1.716D+01 2.455D+00
 1.725D+01 2.455D+00
 1.734D+01 2.457D+00
 1.742D+01 2.449D+00
 1.751D+01 2.426D+00
 1.768D+01 2.346D+00
 1.786D+01 2.270D+00
 1.804D+01 2.165D+00
 1.822D+01 2.002D+00
