
********************************************************************************

    Energy Levels and statistical weights for O2        

    Data is from the Opacity Project
    Maximum energy included = Ionization energy =>   285641.
    Data is from NIST
    Maximum energy included = Ionization energy =>   283271.
    Packed according to J states by pack.f
    Data from the Opacity Project rewritten with NIST energies
    66 energies from NIST included
    153 energies from the Opacity Project scaled by  0.9927: 
    Oscillator strengths scaled to conserve (g*f)/(h*nu)
    Split using NIST energy levels and REWRITE_OSC_V2
    Kurucz data used when available.

 Config           Statistical   Energy   Ionization  Frequency  Wavelength
                    Weight      (cm^-1)  Energy(eV)  (Hz 10^15) (Angstroms)
********************************************************************************

29-Sep-2000                                      !Date
296                                              !Number of energy levels
283270.9000                                      !Ionization energy
2.0                                              !Screened nuclear charge
6861                                             !Number of transitions

2s2_2p2(3Pe)9s_2Pe            6.0     276711.72900000     0.196639     1.52458E+04      251
2s2_2p2(3Pe)9p_2So            2.0     277015.96300000     0.187518     1.59874E+04      252
2s2_2p2(3Pe)9p_4Do           20.0     277066.33300000     0.186008     1.61172E+04      253
2s2_2p2(3Pe)9p_4Po           12.0     277097.56300000     0.185072     1.61987E+04      254
2s2_2p2(3Pe)9p_2Do           10.0     277199.31000000     0.182022     1.64702E+04      255
2s2_2p2(3Pe)9p_4So            4.0     277240.61300000     0.180783     1.65830E+04      256
2s2_2p2(3Pe)9p_2Po            6.0     277266.80600000     0.179998     1.66553E+04      257
2s2_2p2(3Pe)9d_4Fe           28.0     277679.83900000     0.167616     1.78857E+04      258
2s2_2p2(3Pe)9d_4De           20.0     277721.14200000     0.166378     1.80188E+04      259
2s2_2p2(3Pe)9d_2Pe            6.0     277735.24600000     0.165955     1.80647E+04      260
2s2_2p2(3Pe)9d_4Pe           12.0     277758.41600000     0.165260     1.81406E+04      261
2s2_2p2(3Pe)9d_2Fe           14.0     277763.45300000     0.165109     1.81572E+04      262
2s2_2p2(3Pe)9f_4Do           20.0     277796.69700000     0.164112     1.82675E+04      263
2s2_2p2(3Pe)9f_2Do           10.0     277797.70500000     0.164082     1.82709E+04      264
2s2_2p2(3Pe)9f_4Go           36.0     277801.73400000     0.163961     1.82843E+04      265
2s2_2p2(3Pe)9f_2Go           18.0     277803.74900000     0.163901     1.82911E+04      266
2s2_2p2(3Pe)9g_4Fe           28.0     277809.79300000     0.163720     1.83113E+04      267
2s2_2p2(3Pe)9g_2Fe           14.0     277809.79300000     0.163720     1.83113E+04      268
2s2_2p2(3Pe)9h_4Go           36.0     277813.82300000     0.163599     1.83248E+04      269
2s2_2p2(3Pe)9h_2Go           18.0     277813.82300000     0.163599     1.83248E+04      270
2s2_2p2(3Pe)9f_4Fo           28.0     277818.86000000     0.163448     1.83418E+04      271
2s2_2p2(3Pe)9g_4Ge           36.0     277818.86000000     0.163448     1.83418E+04      272
2s2_2p2(3Pe)9g_2Ge           18.0     277818.86000000     0.163448     1.83418E+04      273
2s2_2p2(3Pe)9f_2Fo           14.0     277820.87500000     0.163388     1.83485E+04      274
2s2_2p2(3Pe)9d_2De           10.0     277822.89000000     0.163327     1.83553E+04      275
2s2_2p2(3Pe)10s_4Pe          12.0     278004.22100000     0.157891     1.89873E+04      276
2s2_2p2(3Pe)10s_2Pe           6.0     278058.62100000     0.156260     1.91855E+04      277
2s2_2p2(1De)5s_2De           10.0     278120.07200000     0.154418     1.94144E+04      278
2s2_2p2(3Pe)10p_2So           2.0     278276.21900000     0.149737     2.00213E+04      279
2s2_2p2(3Pe)10p_4Do          20.0     278311.47800000     0.148680     2.01636E+04      280
2s2_2p2(3Pe)10p_4Po          12.0     278334.64800000     0.147985     2.02583E+04      281
2s2_2p2(3Pe)10p_2Do          10.0     278399.12100000     0.146052     2.05264E+04      282
2s2_2p2(3Pe)10p_4So           4.0     278434.38000000     0.144995     2.06760E+04      283
2s2_2p2(3Pe)10p_2Po           6.0     278447.47700000     0.144603     2.07322E+04      284
2s2_2p2(3Pe)10d_4Fe          28.0     278752.71800000     0.135452     2.21328E+04      285
2s2_2p2(3Pe)10d_4De          20.0     278781.93300000     0.134576     2.22768E+04      286
2s2_2p2(3Pe)10d_2Pe           6.0     278792.00700000     0.134274     2.23269E+04      287
2s2_2p2(3Pe)10d_4Pe          12.0     278807.11800000     0.133821     2.24025E+04      288
2s2_2p2(3Pe)10d_2Fe          14.0     278811.14700000     0.133700     2.24228E+04      289
2s2_2p2(3Pe)10f_4Do          20.0     278838.34700000     0.132885     2.25604E+04      290
2s2_2p2(3Pe)10f_2Do          10.0     278838.34700000     0.132885     2.25604E+04      291
2s2_2p2(3Pe)10f_4Go          36.0     278842.37700000     0.132764     2.25809E+04      292
2s2_2p2(3Pe)10f_2Go          18.0     278843.38400000     0.132734     2.25860E+04      293
2s2_2p2(3Pe)10g_2Fe          14.0     278847.41400000     0.132613     2.26066E+04      294
2s2_2p2(3Pe)10g_4Fe          28.0     278847.41400000     0.132613     2.26066E+04      295
2s2_2p2(1Se)4s_2Se            2.0     282918.31100000     0.010570     2.83616E+05      296


********************************************************************************

                        Oscillator strengths for O2        
             Wavelengths in air for lambda > 2000 Ang, else vacuum

********************************************************************************

  Transition                                            f           A          Lam(A)      i-j    Trans. #

2s2_2p3_4So[3/2]       -2s2_2p3_2Do[5/2]           1.0637E-13  3.4000E-05    3728.815       1-   2        1
2s2_2p3_4So[3/2]       -2s2_2p3_2Do[3/2]           3.5195E-13  1.6900E-04    3726.032       1-   3        2
2s2_2p3_4So[3/2]       -2s2_2p3_2Po[3/2]           5.1631E-11  5.6400E-02    2470.341       1-   4        3
2s2_2p3_4So[3/2]       -2s2_2p3_2Po[1/2]           1.0618E-11  2.3200E-02    2470.219       1-   5        4
2s2_2p3_4So[3/2]       -2s_2p4_4Pe[5/2]            2.0321E-01  1.2977E+09     834.465       1-   6        5
2s2_2p3_4So[3/2]       -2s_2p4_4Pe[3/2]            1.3426E-01  1.2896E+09     833.330       1-   7        6
2s2_2p3_4So[3/2]       -2s_2p4_4Pe[1/2]            6.7288E-02  1.2944E+09     832.758       1-   8        7
2s2_2p3_4So[3/2]       -2s_2p4_2De[5/2]            2.1278E-06  2.6070E+04     602.452       1-   9        8
2s2_2p3_4So[3/2]       -2s_2p4_2De[3/2]            2.3875E-07  4.3881E+03     602.422       1-  10        9
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)3s_4Pe[1/2]    1.7699E-02  8.1014E+08     539.854       1-  11       10
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)3s_4Pe[3/2]    3.5313E-02  8.0914E+08     539.547       1-  12       11
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)3s_4Pe[5/2]    5.3449E-02  8.1785E+08     539.086       1-  13       12
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)3s_2Pe[1/2]    7.9057E-07  3.7629E+04     529.413       1-  14       13
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)3s_2Pe[3/2]    3.7839E-06  9.0224E+04     528.909       1-  15       14
2s2_2p3_4So[3/2]       -2s_2p4_2Se[1/2]            9.0770E-07  4.6381E+04     510.959       1-  16       15
2s2_2p3_4So[3/2]       -2s2_2p2(1De)3s_2De[5/2]    6.4260E-07  1.2241E+04     483.158       1-  21       16
2s2_2p3_4So[3/2]       -2s2_2p2(1De)3s_2De[3/2]    7.2101E-08  2.0602E+03     483.155       1-  22       17
2s2_2p3_4So[3/2]       -2s_2p4_2Pe[3/2]            1.4059E-08  4.2382E+02     470.381       1-  30       18
2s2_2p3_4So[3/2]       -2s_2p4_2Pe[1/2]            3.3724E-09  2.0366E+02     470.008       1-  31       19
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)3d_4Fe[3/2]    2.3331E-06  8.3257E+04     432.346       1-  39       20
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)3d_4Fe[5/2]    1.3739E-05  3.2699E+05     432.245       1-  40       21
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)3d_4Pe[5/2]    1.5415E-01  3.7042E+09     430.176       1-  43       22
2s2_2p3_4So[3/2]       -2s2_2p2(1De)3p_2Po[3/2]    1.0185E-01  3.6731E+09     430.057       1-  45       23
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)3d_4Pe[3/2]    1.2359E-01  4.4576E+09     430.041       1-  46       24
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)3d_4Pe[1/2]    5.1043E-02  3.6842E+09     429.918       1-  47       25
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)3d_4De[1/2]    2.8050E-02  2.0265E+09     429.716       1-  48       26
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)3d_4De[3/2]    3.4510E-02  1.2469E+09     429.653       1-  49       27
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)3d_4De[5/2]    2.3875E-02  5.7512E+08     429.650       1-  50       28
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)3d_2Fe[5/2]    4.2456E-03  1.0232E+08     429.560       1-  52       29
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)3d_2De[3/2]    4.4457E-05  1.6293E+06     426.616       1-  56       30
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)3d_2De[5/2]    2.5000E-04  6.1109E+06     426.522       1-  57       31
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)4s_4Pe[1/2]    3.2206E-03  2.4465E+08     419.063       1-  58       32
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)4s_4Pe[3/2]    6.4260E-03  2.4429E+08     418.879       1-  59       33
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)4s_4Pe[5/2]    9.2884E-03  2.3572E+08     418.596       1-  60       34
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)4s_2Pe[1/2]    6.4260E-07  4.9514E+04     416.095       1-  61       35
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)4s_2Pe[3/2]    2.9372E-06  1.1334E+05     415.770       1-  62       36
2s2_2p3_4So[3/2]       -2s2_2p2(1De)3d_2Fe[5/2]    2.3875E-10  6.7006E+00     398.050       1-  78       37
2s2_2p3_4So[3/2]       -2s2_2p2(1De)3d_2De[3/2]    1.4059E-06  6.0046E+04     395.184       1-  83       38
2s2_2p3_4So[3/2]       -2s2_2p2(1De)3d_2De[5/2]    1.2244E-05  3.4866E+05     395.181       1-  84       39
2s2_2p3_4So[3/2]       -2s2_2p2(1De)3d_2Pe[1/2]    2.3875E-06  2.0514E+05     394.027       1-  85       40
2s2_2p3_4So[3/2]       -2s2_2p2(1De)3d_2Pe[3/2]    1.2244E-05  5.2606E+05     394.023       1-  86       41
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)4d_4De[5/2]    1.3739E-02  3.9693E+08     392.316       1-  93       42
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)4d_4Pe[5/2]    5.2232E-02  1.5116E+09     391.995       1-  96       43
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)4d_4Pe[3/2]    3.9622E-02  1.7205E+09     391.938       1-  97       44
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)4d_4Pe[1/2]    2.1278E-02  1.8482E+09     391.906       1-  98       45
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)4d_2Pe[3/2]    8.4711E-05  3.6792E+06     391.890       1-  99       46
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)4d_2Pe[1/2]    2.3331E-05  2.0284E+06     391.724       1- 100       47
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)4d_2Fe[5/2]    4.5493E-06  1.3186E+05     391.693       1- 101       48
2s2_2p3_4So[3/2]       -2s2_2p2(1De)3d_2Se[1/2]    4.9882E-06  4.3482E+05     391.201       1- 107       49
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)4d_2De[3/2]    2.0794E-05  9.0788E+05     390.865       1- 110       50
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)4d_2De[5/2]    1.3426E-04  3.9095E+06     390.781       1- 111       51
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)5s_4Pe[1/2]    1.1693E-03  1.0359E+08     388.055       1- 112       52
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)5s_4Pe[3/2]    2.2800E-03  1.0108E+08     387.898       1- 113       53
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)5s_4Pe[5/2]    3.2956E-03  9.7524E+07     387.649       1- 114       54
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)5s_2Pe[1/2]    1.3739E-06  1.2239E+05     386.980       1- 115       55
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)5s_2Pe[3/2]    5.7272E-06  2.5548E+05     386.688       1- 116       56
2s2_2p3_4So[3/2]       -2s2_2p2(1De)4s_2De[5/2]    1.2244E-07  3.6606E+03     385.672       1- 117       57
2s2_2p3_4So[3/2]       -2s2_2p2(1De)4s_2De[3/2]    1.3739E-08  6.1609E+02     385.671       1- 118       58
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)5d_4De[5/2]    9.0770E-03  2.8393E+08     377.045       1- 134       59
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)5d_4Pe[5/2]    4.6552E-05  1.4585E+06     376.745       1- 136       60
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)5d_4Pe[3/2]    2.9092E-02  1.3675E+09     376.693       1- 137       61
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)5d_2De[5/2]    9.2884E-03  2.9193E+08     376.145       1- 148       62
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)6s_4Pe[1/2]    2.3457E-04  2.2258E+07     374.956       1- 153       63
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)6s_4Pe[3/2]    4.6931E-04  2.2283E+07     374.810       1- 154       64
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)6s_4Pe[5/2]    7.0442E-04  2.2326E+07     374.572       1- 155       65
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)6d_4Pe         5.6238E-02  9.1638E+08     369.393       1- 171       66
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)7s_4Pe         3.8403E-04  6.2972E+06     368.229       1- 187       67
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)7d_4Pe         6.3187E-02  1.0543E+09     365.044       1- 195       68
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)8s_4Pe         1.2514E-03  2.0965E+07     364.298       1- 213       69
2s2_2p3_4So[3/2]       -2s2_2p3(5So)3p_4Pe         2.5276E-02  4.2471E+08     363.764       1- 216       70
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)8d_4Pe         9.9875E-03  1.6953E+08     361.921       1- 235       71
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)9s_4Pe         1.3928E-03  2.3700E+07     361.479       1- 250       72
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)9d_4Pe         9.5918E-03  1.6453E+08     360.025       1- 261       73
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)10s_4Pe        6.4689E-04  1.1116E+07     359.707       1- 276       74
2s2_2p3_4So[3/2]       -2s2_2p2(3Pe)10d_4Pe        7.5846E-03  1.3109E+08     358.671       1- 288       75
2s2_2p3_2Do[5/2]       -2s2_2p3_2Po[3/2]           6.1638E-10  1.1503E-01    7319.989       2-   4       76
2s2_2p3_2Do[5/2]       -2s2_2p3_2Po[1/2]           1.6325E-10  6.0951E-02    7318.922       2-   5       77
2s2_2p3_2Do[5/2]       -2s_2p4_4Pe[5/2]            1.4186E-06  8.1885E+03    1074.961       2-   6       78
2s2_2p3_2Do[5/2]       -2s_2p4_4Pe[3/2]            3.8181E-08  3.3176E+02    1073.078       2-   7       79
2s2_2p3_2Do[5/2]       -2s_2p4_2De[5/2]            2.3542E-01  3.0418E+09     718.505       2-   9       80
2s2_2p3_2Do[5/2]       -2s_2p4_2De[3/2]            1.6667E-02  3.2305E+08     718.463       2-  10       81
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)3s_4Pe[3/2]    5.3932E-06  1.3561E+05     630.795       2-  12       82
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)3s_4Pe[5/2]    6.4841E-07  1.0891E+04     630.165       2-  13       83
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)3s_2Pe[3/2]    6.1923E-02  1.6311E+09     616.303       2-  15       84
2s2_2p3_2Do[5/2]       -2s2_2p2(1De)3s_2De[5/2]    6.3365E-02  1.3719E+09     555.059       2-  21       85
2s2_2p3_2Do[5/2]       -2s2_2p2(1De)3s_2De[3/2]    4.4859E-03  1.4568E+08     555.055       2-  22       86
2s2_2p3_2Do[5/2]       -2s_2p4_2Pe[3/2]            3.9981E-01  1.3807E+10     538.262       2-  30       87
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)3d_4Fe[3/2]    5.3932E-06  2.2564E+05     489.032       2-  39       88
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)3d_4Fe[5/2]    4.8067E-05  1.3414E+06     488.903       2-  40       89
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)3d_4Fe[7/2]    4.8067E-04  1.0068E+07     488.717       2-  41       90
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)3d_4Pe[5/2]    8.9505E-06  2.5250E+05     486.258       2-  43       91
2s2_2p3_2Do[5/2]       -2s2_2p2(1De)3p_2Po[3/2]    7.1097E-04  3.0104E+07     486.106       2-  45       92
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)3d_4De[3/2]    2.7660E-04  1.1737E+07     485.589       2-  49       93
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)3d_4De[5/2]    1.3239E-04  3.7451E+06     485.585       2-  50       94
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)3d_4De[7/2]    4.2840E-02  9.0896E+08     485.571       2-  51       95
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)3d_2Fe[5/2]    5.7789E-03  1.6356E+08     485.470       2-  52       96
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)3d_2Fe[7/2]    1.1531E-01  2.4514E+09     485.087       2-  53       97
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)3d_2Pe[3/2]    4.3855E-02  1.8733E+09     483.980       2-  54       98
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)3d_2De[3/2]    1.2355E-03  5.3273E+07     481.714       2-  56       99
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)3d_2De[5/2]    1.7452E-02  5.0191E+08     481.593       2-  57      100
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)4s_4Pe[3/2]    3.9981E-06  1.7965E+05     471.872       2-  59      101
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)4s_4Pe[5/2]    1.2355E-07  3.7068E+03     471.513       2-  60      102
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)4s_2Pe[3/2]    9.1590E-03  4.1852E+08     467.931       2-  62      103
2s2_2p3_2Do[5/2]       -2s2_2p2(1De)3d_2Fe[7/2]    1.0516E-01  2.6494E+09     445.610       2-  77      104
2s2_2p3_2Do[5/2]       -2s2_2p2(1De)3d_2Fe[5/2]    5.2705E-03  1.7705E+08     445.605       2-  78      105
2s2_2p3_2Do[5/2]       -2s2_2p2(1De)3d_2Ge[7/2]    2.0038E-04  5.1109E+06     442.872       2-  80      106
2s2_2p3_2Do[5/2]       -2s2_2p2(1De)3d_2De[3/2]    4.1865E-03  2.1439E+08     442.016       2-  83      107
2s2_2p3_2Do[5/2]       -2s2_2p2(1De)3d_2De[5/2]    5.9136E-02  2.0189E+09     442.012       2-  84      108
2s2_2p3_2Do[5/2]       -2s2_2p2(1De)3d_2Pe[3/2]    1.3547E-02  6.9834E+08     440.564       2-  86      109
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)4d_4Fe[7/2]    1.1012E-04  2.8554E+06     439.233       2-  89      110
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)4d_4De[5/2]    3.0328E-06  1.0524E+05     438.431       2-  93      111
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)4d_4Pe[5/2]    1.6667E-05  5.7940E+05     438.031       2-  96      112
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)4d_4Pe[3/2]    2.0982E-07  1.0945E+04     437.959       2-  97      113
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)4d_2Pe[3/2]    7.2753E-04  3.7961E+07     437.899       2-  99      114
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)4d_2Fe[5/2]    1.9582E-03  6.8192E+07     437.653       2- 101      115
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)4d_2Fe[7/2]    5.0333E-02  1.3165E+09     437.339       2- 102      116
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)4d_2De[3/2]    6.3365E-04  3.3256E+07     436.620       2- 110      117
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)4d_2De[5/2]    8.1630E-03  2.8575E+08     436.515       2- 111      118
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)5s_4Pe[3/2]    7.9772E-06  4.2586E+05     432.920       2- 113      119
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)5s_4Pe[5/2]    4.5904E-08  1.6360E+03     432.611       2- 114      120
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)5s_2Pe[3/2]    3.2497E-03  1.7470E+08     431.414       2- 116      121
2s2_2p3_2Do[5/2]       -2s2_2p2(1De)4s_2De[5/2]    1.1268E-02  4.0621E+08     430.150       2- 117      122
2s2_2p3_2Do[5/2]       -2s2_2p2(1De)4s_2De[3/2]    7.9772E-04  4.3136E+07     430.149       2- 118      123
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)5d_2Pe         3.8181E-03  1.4469E+08     419.540       2- 133      124
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)5d_4De[5/2]    1.0043E-03  3.8075E+07     419.446       2- 134      125
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)5d_2Fe         2.7642E-02  4.4931E+08     419.366       2- 135      126
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)5d_4Pe[5/2]    2.5814E-03  9.8041E+07     419.075       2- 136      127
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)5g_2Fe         4.4347E-05  7.2271E+05     418.825       2- 143      128
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)5d_2De[5/2]    1.5554E-03  5.9285E+07     418.332       2- 148      129
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)6s_2Pe[3/2]    8.6335E-04  4.9958E+07     415.822       2- 157      130
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)6d_2Pe         2.2876E-03  9.0781E+07     409.980       2- 172      131
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)6d_2Fe         1.2234E-02  2.0815E+08     409.896       2- 173      132
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)6g_2Fe         1.1040E-05  1.8816E+05     409.551       2- 178      133
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)6d_2De         3.5806E-03  8.5439E+07     409.540       2- 180      134
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)7s_2Pe         5.0926E-04  2.0388E+07     408.180       2- 188      135
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)7d_2Fe         1.6414E-04  2.8674E+06     404.529       2- 197      136
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)7d_2Pe         1.8304E-03  7.4641E+07     404.440       2- 199      137
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)7d_2De         3.9592E-03  9.6998E+07     404.174       2- 203      138
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)7g_2Fe         1.5419E-06  2.6985E+04     404.153       2- 205      139
2s2_2p3_2Do[5/2]       -2s2_2p2(1De)4d_2Fe         4.2180E-02  7.4099E+08     403.394       2- 214      140
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)8s_2Pe         2.8849E-04  1.1831E+07     403.301       2- 215      141
2s2_2p3_2Do[5/2]       -2s2_2p2(1De)4d_2De         2.9347E-02  7.2356E+08     402.893       2- 217      142
2s2_2p3_2Do[5/2]       -2s2_2p2(1De)4d_2Pe         7.8692E-03  3.2491E+08     401.936       2- 225      143
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)8d_2Pe         1.6018E-04  6.6488E+06     400.869       2- 233      144
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)8d_2De         4.9644E-04  1.2365E+07     400.856       2- 234      145
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)8d_2Fe         1.0546E-02  1.8766E+08     400.808       2- 236      146
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)8g_2Fe         2.0594E-05  3.6662E+05     400.725       2- 241      147
2s2_2p3_2Do[5/2]       -2s2_2p2(1Se)3d_2De         4.8650E-03  1.2141E+08     400.457       2- 249      148
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)9s_2Pe         2.6066E-04  1.0858E+07     400.158       2- 251      149
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)9d_2Pe         3.9102E-04  1.6422E+07     398.526       2- 260      150
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)9d_2Fe         5.7707E-03  1.0389E+08     398.481       2- 262      151
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)9g_2Fe         5.1937E-06  9.3538E+04     398.408       2- 268      152
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)9d_2De         9.7108E-04  2.4487E+07     398.387       2- 275      153
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)10s_2Pe        1.7312E-04  7.2894E+06     398.013       2- 277      154
2s2_2p3_2Do[5/2]       -2s2_2p2(1De)5s_2De         2.0297E-03  5.1303E+07     397.916       2- 278      155
2s2_2p3_2Do[5/2]       -2s2_2p2(3Pe)10d_2Pe        3.2537E-04  1.3780E+07     396.855       2- 287      156
