
******************************************************************************

       Photoionization cross-sections for S III

>> Verner high energy tail included for gnd level
>> Opacity project data smoothed by phot_smooth.f
>>   Smoothed with a gausian of width 3000 km/sec

          Types of cross sections included:
         -----------------------------------

          20 - Opacity Project: smoothed [number of data pairs]         

          21 - Opacity Project: scaled, smoothed [number of data pairs] 

******************************************************************************

08-Jul-1999                             !Date
1.3616D+00 4.389D+00
1.3684D+00 5.568D+00
1.3821D+00 1.030D+01
1.3890D+00 1.234D+01
1.3960D+00 1.275D+01
1.4029D+00 1.107D+01
1.4099D+00 8.276D+00
1.4169D+00 5.638D+00
1.4240D+00 3.825D+00
1.4311D+00 2.846D+00
1.4527D+00 1.442D+00
1.4599D+00 1.157D+00
1.4672D+00 1.025D+00
1.4745D+00 1.171D+00
1.4819D+00 1.691D+00
1.5042D+00 5.229D+00
1.5192D+00 7.699D+00
1.5268D+00 8.566D+00
1.5344D+00 8.846D+00
1.5421D+00 8.469D+00
1.5575D+00 6.481D+00
1.5810D+00 4.032D+00
1.5889D+00 3.594D+00
1.5968D+00 3.375D+00
1.6048D+00 3.306D+00
1.6128D+00 3.363D+00
1.6208D+00 3.552D+00
1.6370D+00 4.214D+00
1.6452D+00 4.413D+00
1.6534D+00 4.436D+00
1.6617D+00 4.440D+00
1.6700D+00 4.728D+00
1.6867D+00 6.332D+00
1.6951D+00 6.697D+00
1.7036D+00 6.289D+00
1.7120D+00 5.395D+00
1.7206D+00 4.648D+00
1.7292D+00 4.349D+00
1.7378D+00 4.244D+00
1.7465D+00 3.988D+00
1.7640D+00 2.872D+00
1.7816D+00 1.927D+00
1.7905D+00 1.652D+00
1.7994D+00 1.469D+00
1.8084D+00 1.358D+00
1.8174D+00 1.359D+00
1.8265D+00 1.500D+00
1.8448D+00 2.132D+00
1.8633D+00 2.672D+00
1.8913D+00 3.150D+00
1.9008D+00 3.189D+00
1.9102D+00 2.960D+00
1.9293D+00 1.972D+00
1.9390D+00 1.575D+00
1.9486D+00 1.374D+00
1.9584D+00 1.313D+00
1.9681D+00 1.361D+00
1.9878D+00 1.698D+00
1.9978D+00 1.877D+00
2.0077D+00 1.925D+00
2.0178D+00 1.811D+00
2.0278D+00 1.596D+00
2.0380D+00 1.406D+00
2.0481D+00 1.328D+00
2.0584D+00 1.342D+00
2.0686D+00 1.376D+00
2.0790D+00 1.369D+00
2.0998D+00 1.268D+00
2.1208D+00 1.209D+00
2.1420D+00 1.157D+00
2.1634D+00 1.107D+00
2.1851D+00 1.057D+00
2.3196D+00 8.433D-01
2.4624D+00 7.153D-01
2.4870D+00 7.020D-01
2.6010D+00 6.298D-01
2.7611D+00 5.265D-01
2.9311D+00 4.401D-01
3.1115D+00 3.679D-01
3.3031D+00 3.075D-01
3.5065D+00 2.571D-01
3.7223D+00 2.149D-01
3.9515D+00 1.797D-01
4.1948D+00 1.501D-01
4.4530D+00 1.255D-01
4.7271D+00 1.049D-01
5.0182D+00 8.770D-02
5.3271D+00 7.332D-02
5.6551D+00 6.128D-02
6.0032D+00 5.123D-02
6.3728D+00 4.282D-02
6.7651D+00 3.580D-02
7.1816D+00 2.992D-02
7.6237D+00 2.501D-02
8.0931D+00 2.091D-02
8.5913D+00 1.748D-02
9.1202D+00 1.461D-02
9.6817D+00 1.221D-02
1.0278D+01 1.021D-02
1.0802D+01 8.790D-03
3s23p3d1Fo                              !Configuration name
20                                      !Type of cross-section
128                                     !Number of cross-section points
1.0000D+00 1.190D+01
1.0151D+00 1.656D+01
1.0355D+00 2.795D+01
1.0458D+00 3.361D+01
1.0510D+00 3.549D+01
1.0563D+00 3.646D+01
1.0616D+00 3.643D+01
1.0669D+00 3.559D+01
1.0776D+00 3.258D+01
1.0883D+00 2.994D+01
1.0938D+00 2.936D+01
1.0992D+00 2.941D+01
1.1047D+00 3.020D+01
1.1102D+00 3.172D+01
1.1269D+00 4.080D+01
1.1439D+00 5.552D+01
1.1611D+00 6.893D+01
1.1669D+00 7.387D+01
1.1727D+00 8.243D+01
1.1904D+00 1.354D+02
1.1963D+00 1.499D+02
1.2023D+00 1.552D+02
1.2083D+00 1.513D+02
1.2326D+00 9.893D+01
1.2449D+00 7.278D+01
1.2511D+00 6.513D+01
1.2574D+00 6.071D+01
1.2699D+00 5.517D+01
1.2891D+00 4.040D+01
1.3020D+00 3.078D+01
1.3150D+00 2.521D+01
1.3616D+00 1.576D+01
1.3752D+00 1.406D+01
1.3821D+00 1.352D+01
1.3890D+00 1.322D+01
1.3960D+00 1.303D+01
1.4029D+00 1.278D+01
1.4240D+00 1.113D+01
1.4527D+00 9.078D+00
1.4819D+00 7.722D+00
1.5042D+00 6.675D+00
1.5192D+00 6.030D+00
1.5268D+00 5.847D+00
1.5575D+00 5.477D+00
1.5810D+00 5.298D+00
1.5889D+00 5.205D+00
1.5968D+00 5.058D+00
1.6048D+00 4.915D+00
1.6128D+00 4.830D+00
1.6208D+00 4.774D+00
1.6289D+00 4.660D+00
1.6534D+00 3.828D+00
1.6700D+00 3.291D+00
1.6783D+00 3.025D+00
1.6867D+00 2.808D+00
1.6951D+00 2.783D+00
1.7036D+00 3.067D+00
1.7120D+00 3.625D+00
1.7206D+00 4.166D+00
1.7292D+00 4.337D+00
1.7378D+00 4.079D+00
1.7465D+00 3.571D+00
1.7552D+00 3.091D+00
1.7640D+00 2.780D+00
1.7728D+00 2.602D+00
1.7905D+00 2.424D+00
1.8265D+00 2.239D+00
1.8448D+00 2.157D+00
1.8633D+00 2.078D+00
1.8726D+00 2.055D+00
1.8819D+00 2.044D+00
1.8913D+00 2.039D+00
1.9008D+00 2.044D+00
1.9102D+00 2.084D+00
1.9293D+00 2.258D+00
1.9390D+00 2.272D+00
1.9486D+00 2.160D+00
1.9584D+00 1.970D+00
1.9780D+00 1.656D+00
1.9878D+00 1.589D+00
1.9978D+00 1.561D+00
2.0077D+00 1.564D+00
2.0178D+00 1.593D+00
2.0278D+00 1.643D+00
2.0380D+00 1.687D+00
2.0481D+00 1.684D+00
2.0584D+00 1.624D+00
2.0686D+00 1.535D+00
2.0790D+00 1.464D+00
2.0893D+00 1.438D+00
2.0998D+00 1.442D+00
2.1102D+00 1.446D+00
2.1208D+00 1.431D+00
2.1313D+00 1.400D+00
2.1420D+00 1.371D+00
2.1634D+00 1.334D+00
2.1742D+00 1.317D+00
2.3196D+00 1.139D+00
2.3311D+00 1.127D+00
2.3545D+00 1.104D+00
2.3663D+00 1.092D+00
2.4501D+00 1.011D+00
2.6140D+00 9.190D-01
2.6933D+00 8.998D-01
2.8307D+00 8.255D-01
3.0200D+00 6.799D-01
3.2219D+00 5.599D-01
3.4373D+00 4.611D-01
3.6672D+00 3.797D-01
3.9123D+00 3.127D-01
4.1740D+00 2.575D-01
4.4530D+00 2.121D-01
4.7508D+00 1.746D-01
5.0684D+00 1.438D-01
5.4073D+00 1.184D-01
5.7688D+00 9.754D-02
6.1546D+00 8.032D-02
6.5660D+00 6.615D-02
7.0051D+00 5.447D-02
7.4734D+00 4.487D-02
7.9732D+00 3.694D-02
8.5062D+00 3.043D-02
9.0751D+00 2.506D-02
9.6817D+00 2.063D-02
1.0329D+01 1.700D-02
1.1020D+01 1.400D-02
1.1757D+01 1.152D-02
1.2418D+01 9.776D-03
3s23p4p1Pe                              !Configuration name
20                                      !Type of cross-section
175                                     !Number of cross-section points
1.0000D+00 1.401D+00
1.0303D+00 1.226D+00
1.0510D+00 1.170D+00
1.0616D+00 1.155D+00
1.0669D+00 1.152D+00
1.0722D+00 1.151D+00
1.0776D+00 1.153D+00
1.0829D+00 1.156D+00
1.0883D+00 1.163D+00
1.1047D+00 1.204D+00
1.1158D+00 1.257D+00
1.1269D+00 1.343D+00
1.1326D+00 1.411D+00
1.1382D+00 1.545D+00
1.1439D+00 1.862D+00
1.1496D+00 2.793D+00
1.1553D+00 5.060D+00
1.1669D+00 1.626D+01
1.1727D+00 2.263D+01
1.1786D+00 2.553D+01
1.1844D+00 2.295D+01
1.1963D+00 1.055D+01
1.2023D+00 6.169D+00
1.2083D+00 4.219D+00
1.2143D+00 3.766D+00
1.2204D+00 4.211D+00
1.2265D+00 5.204D+00
1.2326D+00 6.839D+00
1.2449D+00 1.306D+01
1.2574D+00 2.366D+01
1.2637D+00 2.846D+01
1.2699D+00 3.057D+01
1.2763D+00 3.000D+01
1.2827D+00 2.901D+01
1.2891D+00 3.139D+01
1.3020D+00 5.161D+01
1.3085D+00 6.112D+01
1.3150D+00 6.371D+01
1.3215D+00 5.907D+01
1.3282D+00 5.161D+01
1.3414D+00 3.708D+01
1.3481D+00 2.917D+01
1.3616D+00 1.498D+01
1.3684D+00 1.117D+01
1.3752D+00 1.007D+01
1.3821D+00 1.193D+01
1.3890D+00 1.984D+01
1.3960D+00 3.823D+01
1.4099D+00 1.103D+02
1.4169D+00 1.382D+02
1.4240D+00 1.393D+02
1.4383D+00 7.201D+01
1.4454D+00 3.989D+01
1.4527D+00 2.211D+01
1.4599D+00 1.908D+01
1.4672D+00 2.575D+01
1.4745D+00 3.774D+01
1.4819D+00 4.851D+01
1.4893D+00 5.181D+01
1.4967D+00 4.664D+01
1.5117D+00 2.471D+01
1.5192D+00 1.604D+01
1.5268D+00 1.022D+01
1.5344D+00 6.786D+00
1.5421D+00 4.630D+00
1.5498D+00 3.226D+00
1.5575D+00 2.235D+00
1.5653D+00 1.568D+00
1.5731D+00 1.125D+00
1.5810D+00 8.551D-01
1.5889D+00 6.824D-01
1.6128D+00 4.892D-01
1.6289D+00 5.374D-01
1.6370D+00 5.628D-01
1.6617D+00 4.617D-01
1.6783D+00 4.060D-01
1.7036D+00 2.741D-01
1.7465D+00 1.625D-01
1.8356D+00 4.254D-01
1.8633D+00 6.239D-01
1.9008D+00 3.523D-01
1.9486D+00 1.892D-01
1.9681D+00 1.709D-01
1.9878D+00 1.550D-01
2.0278D+00 2.358D-01
2.0481D+00 2.596D-01
2.0790D+00 1.967D-01
2.1102D+00 1.655D-01
2.1313D+00 1.823D-01
2.1527D+00 1.911D-01
2.1634D+00 1.879D-01
2.1742D+00 1.856D-01
2.1960D+00 1.911D-01
2.2069D+00 1.926D-01
2.2290D+00 1.854D-01
2.2625D+00 1.778D-01
2.3428D+00 1.569D-01
2.4747D+00 1.407D-01
2.6402D+00 1.346D-01
2.8591D+00 1.282D-01
2.9604D+00 1.261D-01
2.9752D+00 1.258D-01
2.9901D+00 1.255D-01
3.0050D+00 1.252D-01
3.0200D+00 1.249D-01
3.0351D+00 1.246D-01
3.0655D+00 1.240D-01
3.0961D+00 1.234D-01
3.1271D+00 1.228D-01
3.1584D+00 1.221D-01
3.1900D+00 1.215D-01
3.2542D+00 1.202D-01
3.3031D+00 1.192D-01
3.4717D+00 1.159D-01
3.4891D+00 1.156D-01
3.5240D+00 1.149D-01
3.5415D+00 1.145D-01
3.5593D+00 1.142D-01
3.7039D+00 1.114D-01
3.7596D+00 1.103D-01
3.8162D+00 1.092D-01
3.8544D+00 1.084D-01
3.8736D+00 1.081D-01
3.9123D+00 1.073D-01
3.9319D+00 1.069D-01
3.9515D+00 1.065D-01
4.2579D+00 9.899D-02
4.2791D+00 9.840D-02
4.4753D+00 9.293D-02
4.4976D+00 9.231D-02
4.5201D+00 9.168D-02
4.5426D+00 9.106D-02
4.5653D+00 9.042D-02
4.5880D+00 8.979D-02
4.6110D+00 8.915D-02
4.6571D+00 8.786D-02
4.6803D+00 8.722D-02
4.7037D+00 8.657D-02
4.7271D+00 8.591D-02
4.7508D+00 8.525D-02
4.8222D+00 8.326D-02
4.8464D+00 8.259D-02
4.8948D+00 8.124D-02
4.9438D+00 7.987D-02
4.9684D+00 7.919D-02
5.0433D+00 7.710D-02
5.0684D+00 7.640D-02
5.5161D+00 6.578D-02
5.5436D+00 6.520D-02
6.0332D+00 5.707D-02
6.0633D+00 5.667D-02
6.5660D+00 5.180D-02
6.6317D+00 5.132D-02
6.6649D+00 5.108D-02
6.6981D+00 5.084D-02
7.2898D+00 4.745D-02
7.4734D+00 4.660D-02
7.5108D+00 4.642D-02
7.5482D+00 4.625D-02
7.6237D+00 4.590D-02
8.1336D+00 4.160D-02
8.8518D+00 3.227D-02
9.6337D+00 2.503D-02
1.0484D+01 1.942D-02
1.1411D+01 1.507D-02
1.2418D+01 1.169D-02
1.3515D+01 9.067D-03
1.4709D+01 7.034D-03
1.6008D+01 5.456D-03
1.7422D+01 4.233D-03
1.8961D+01 3.284D-03
2.0635D+01 2.547D-03
2.2458D+01 1.976D-03
2.4441D+01 1.533D-03
2.5434D+01 1.360D-03
3s23p3d1Po                              !Configuration name
20                                      !Type of cross-section
200                                     !Number of cross-section points
1.0000D+00 7.099D-01
1.0100D+00 4.686D-01
1.0151D+00 3.619D-01
1.0201D+00 3.349D-01
1.0252D+00 3.989D-01
1.0303D+00 5.622D-01
1.0406D+00 1.170D+00
1.0563D+00 3.001D+00
1.0722D+00 6.028D+00
1.0829D+00 8.089D+00
1.0992D+00 1.255D+01
1.1102D+00 1.852D+01
1.1269D+00 3.609D+01
1.1439D+00 6.816D+01
1.1553D+00 8.832D+01
1.1611D+00 9.158D+01
1.1669D+00 8.826D+01
1.1844D+00 4.949D+01
1.1904D+00 4.002D+01
1.1963D+00 4.085D+01
1.2023D+00 5.266D+01
1.2083D+00 7.161D+01
1.2143D+00 8.856D+01
1.2204D+00 9.503D+01
1.2265D+00 9.036D+01
1.2387D+00 6.388D+01
1.2511D+00 3.792D+01
1.2574D+00 2.793D+01
1.2637D+00 2.161D+01
1.2699D+00 2.196D+01
1.2763D+00 3.167D+01
1.2955D+00 1.194D+02
1.3020D+00 1.412D+02
1.3085D+00 1.417D+02
1.3150D+00 1.246D+02
1.3215D+00 9.860D+01
1.3348D+00 5.528D+01
1.3414D+00 4.360D+01
1.3481D+00 3.906D+01
1.3549D+00 4.200D+01
1.3616D+00 5.473D+01
1.3684D+00 7.513D+01
1.3752D+00 9.499D+01
1.3821D+00 1.032D+02
1.3890D+00 9.276D+01
1.4029D+00 4.576D+01
1.4099D+00 2.784D+01
1.4169D+00 1.861D+01
1.4240D+00 1.533D+01
1.4311D+00 1.596D+01
1.4383D+00 1.819D+01
1.4454D+00 2.021D+01
1.4527D+00 2.112D+01
1.4599D+00 2.162D+01
1.4672D+00 2.361D+01
1.4745D+00 2.785D+01
1.4819D+00 3.205D+01
1.4893D+00 3.235D+01
1.4967D+00 2.751D+01
1.5042D+00 1.939D+01
1.5117D+00 1.172D+01
1.5192D+00 6.832D+00
1.5268D+00 4.431D+00
1.5344D+00 3.750D+00
1.5421D+00 3.928D+00
1.5575D+00 5.758D+00
1.5653D+00 6.588D+00
1.5731D+00 6.722D+00
1.5889D+00 5.272D+00
1.5968D+00 5.008D+00
1.6048D+00 5.423D+00
1.6128D+00 6.154D+00
1.6208D+00 6.674D+00
1.6289D+00 6.711D+00
1.6370D+00 6.364D+00
1.6452D+00 5.819D+00
1.6534D+00 5.315D+00
1.6617D+00 5.097D+00
1.6700D+00 5.259D+00
1.6867D+00 6.470D+00
1.7120D+00 1.090D+01
1.7206D+00 1.201D+01
1.7292D+00 1.154D+01
1.7465D+00 7.136D+00
1.7552D+00 5.079D+00
1.7640D+00 4.128D+00
1.7728D+00 4.156D+00
1.7816D+00 4.730D+00
1.7905D+00 5.236D+00
1.7994D+00 5.315D+00
1.8174D+00 4.767D+00
1.8265D+00 4.609D+00
1.8356D+00 4.630D+00
1.8448D+00 4.699D+00
1.8540D+00 4.613D+00
1.8633D+00 4.234D+00
1.8819D+00 2.863D+00
1.8913D+00 2.323D+00
1.9008D+00 2.030D+00
1.9102D+00 1.955D+00
1.9293D+00 1.993D+00
1.9390D+00 2.003D+00
1.9486D+00 2.055D+00
1.9681D+00 2.343D+00
1.9878D+00 2.591D+00
2.0178D+00 3.085D+00
2.0278D+00 3.120D+00
2.0380D+00 2.922D+00
2.0584D+00 2.107D+00
2.0686D+00 1.773D+00
2.0790D+00 1.558D+00
2.0893D+00 1.459D+00
2.0998D+00 1.452D+00
2.1102D+00 1.540D+00
2.1313D+00 1.860D+00
2.1420D+00 1.933D+00
2.1527D+00 1.855D+00
2.1742D+00 1.486D+00
2.1851D+00 1.383D+00
2.1960D+00 1.385D+00
2.2069D+00 1.429D+00
2.2179D+00 1.447D+00
2.2401D+00 1.381D+00
2.2513D+00 1.358D+00
2.2625D+00 1.346D+00
2.2739D+00 1.324D+00
2.2966D+00 1.242D+00
2.3780D+00 1.025D+00
2.5881D+00 7.804D-01
2.7338D+00 7.023D-01
2.8027D+00 6.807D-01
3.0502D+00 6.357D-01
3.0807D+00 6.320D-01
3.0961D+00 6.306D-01
3.1115D+00 6.295D-01
3.1427D+00 6.283D-01
3.2542D+00 6.262D-01
3.2704D+00 6.259D-01
3.3031D+00 6.253D-01
3.4373D+00 6.226D-01
3.5949D+00 6.166D-01
3.6309D+00 6.151D-01
3.7409D+00 6.103D-01
3.7784D+00 6.069D-01
3.8736D+00 5.881D-01
3.9713D+00 5.682D-01
4.1120D+00 5.512D-01
4.1326D+00 5.489D-01
4.1532D+00 5.466D-01
4.1740D+00 5.443D-01
4.3870D+00 5.203D-01
4.4089D+00 5.179D-01
4.4309D+00 5.154D-01
4.5201D+00 5.054D-01
4.6110D+00 4.952D-01
4.6571D+00 4.900D-01
4.8222D+00 4.725D-01
5.0684D+00 4.564D-01
5.3007D+00 4.420D-01
5.4614D+00 4.320D-01
5.4886D+00 4.303D-01
5.9735D+00 4.047D-01
6.2784D+00 3.904D-01
6.3728D+00 3.860D-01
6.4047D+00 3.845D-01
6.4366D+00 3.830D-01
6.4688D+00 3.815D-01
6.5010D+00 3.800D-01
6.5335D+00 3.785D-01
6.5660D+00 3.770D-01
6.5989D+00 3.754D-01
6.6317D+00 3.739D-01
6.6649D+00 3.723D-01
6.7316D+00 3.692D-01
6.8328D+00 3.645D-01
6.8670D+00 3.629D-01
6.9012D+00 3.613D-01
6.9357D+00 3.596D-01
6.9703D+00 3.580D-01
7.0051D+00 3.564D-01
7.0752D+00 3.531D-01
7.1460D+00 3.498D-01
7.1816D+00 3.481D-01
7.2535D+00 3.448D-01
7.8942D+00 3.110D-01
8.2559D+00 2.823D-01
8.9851D+00 2.190D-01
9.7786D+00 1.699D-01
1.0642D+01 1.318D-01
1.1582D+01 1.022D-01
1.2605D+01 7.931D-02
1.3718D+01 6.153D-02
1.4930D+01 4.773D-02
1.6249D+01 3.703D-02
1.7684D+01 2.872D-02
1.9246D+01 2.228D-02
2.0946D+01 1.728D-02
2.2795D+01 1.341D-02
2.4809D+01 1.040D-02
2.5688D+01 9.369D-03
3s23p4p3De                              !Configuration name
20                                      !Type of cross-section
182                                     !Number of cross-section points
1.0000D+00 7.045D-01
1.0829D+00 1.020D+00
1.0992D+00 1.145D+00
1.1047D+00 1.144D+00
1.1213D+00 1.583D+00
1.1269D+00 2.124D+00
1.1326D+00 3.194D+00
1.1382D+00 5.327D+00
1.1553D+00 1.927D+01
1.1611D+00 2.259D+01
1.1669D+00 2.267D+01
1.1786D+00 1.509D+01
1.1844D+00 1.122D+01
1.1904D+00 8.748D+00
1.1963D+00 7.838D+00
1.2023D+00 8.103D+00
1.2083D+00 9.602D+00
1.2143D+00 1.269D+01
1.2204D+00 1.871D+01
1.2265D+00 2.930D+01
1.2449D+00 9.350D+01
1.2511D+00 1.114D+02
1.2574D+00 1.160D+02
1.2637D+00 1.078D+02
1.2763D+00 6.977D+01
1.2891D+00 3.525D+01
1.2955D+00 2.497D+01
1.3020D+00 1.845D+01
1.3150D+00 1.115D+01
1.3282D+00 6.595D+00
1.3348D+00 5.331D+00
1.3414D+00 4.594D+00
1.3481D+00 4.242D+00
1.3549D+00 4.114D+00
1.3616D+00 4.174D+00
1.3684D+00 4.401D+00
1.3752D+00 4.817D+00
1.3821D+00 5.469D+00
1.3890D+00 6.714D+00
1.3960D+00 9.371D+00
1.4029D+00 1.601D+01
1.4099D+00 3.104D+01
1.4169D+00 6.170D+01
1.4311D+00 1.642D+02
1.4383D+00 2.026D+02
1.4454D+00 2.008D+02
1.4599D+00 1.069D+02
1.4672D+00 5.880D+01
1.4745D+00 2.924D+01
1.4819D+00 1.398D+01
1.4893D+00 7.606D+00
1.4967D+00 4.697D+00
1.5042D+00 3.219D+00
1.5117D+00 2.279D+00
1.5268D+00 1.166D+00
1.5498D+00 7.655D-01
1.5575D+00 8.166D-01
1.5653D+00 8.578D-01
1.5968D+00 5.600D-01
1.6370D+00 2.655D-01
1.6534D+00 2.938D-01
1.6867D+00 3.498D-01
1.7206D+00 2.536D-01
1.7465D+00 1.782D-01
1.7640D+00 1.953D-01
1.7728D+00 1.993D-01
1.7905D+00 1.807D-01
1.8084D+00 1.696D-01
1.8448D+00 3.467D-01
1.8633D+00 4.371D-01
1.9008D+00 2.401D-01
1.9293D+00 1.577D-01
1.9486D+00 1.841D-01
1.9780D+00 2.081D-01
1.9878D+00 2.058D-01
1.9978D+00 2.043D-01
2.0077D+00 2.051D-01
2.0178D+00 2.058D-01
2.0481D+00 1.899D-01
2.0686D+00 1.772D-01
2.0893D+00 1.609D-01
2.1102D+00 1.499D-01
2.1420D+00 1.591D-01
2.1634D+00 1.668D-01
2.1960D+00 1.502D-01
2.2401D+00 1.423D-01
2.2852D+00 1.361D-01
2.3899D+00 1.265D-01
2.4994D+00 1.223D-01
2.7202D+00 1.170D-01
2.8166D+00 1.160D-01
2.8448D+00 1.158D-01
2.8591D+00 1.156D-01
2.8733D+00 1.155D-01
2.8877D+00 1.153D-01
2.9021D+00 1.152D-01
2.9166D+00 1.150D-01
2.9311D+00 1.149D-01
2.9458D+00 1.147D-01
2.9604D+00 1.146D-01
2.9752D+00 1.144D-01
2.9901D+00 1.143D-01
3.0050D+00 1.141D-01
3.0200D+00 1.140D-01
3.0351D+00 1.138D-01
3.0502D+00 1.136D-01
3.0655D+00 1.135D-01
3.0961D+00 1.132D-01
3.1115D+00 1.130D-01
3.1271D+00 1.128D-01
3.1427D+00 1.127D-01
3.1584D+00 1.125D-01
3.1741D+00 1.124D-01
3.1900D+00 1.122D-01
3.2059D+00 1.120D-01
3.2219D+00 1.119D-01
3.2380D+00 1.117D-01
3.2542D+00 1.115D-01
3.2704D+00 1.114D-01
3.2867D+00 1.112D-01
3.3031D+00 1.110D-01
3.3196D+00 1.109D-01
3.3362D+00 1.107D-01
3.3528D+00 1.105D-01
3.3695D+00 1.104D-01
3.3864D+00 1.102D-01
3.4033D+00 1.100D-01
3.4203D+00 1.098D-01
3.4373D+00 1.097D-01
3.4545D+00 1.095D-01
3.4717D+00 1.093D-01
3.4891D+00 1.091D-01
3.5240D+00 1.088D-01
3.5593D+00 1.084D-01
3.5949D+00 1.080D-01
3.6489D+00 1.075D-01
3.9319D+00 1.031D-01
3.9515D+00 1.027D-01
4.0110D+00 1.014D-01
4.0310D+00 1.010D-01
4.1326D+00 9.881D-02
4.1532D+00 9.837D-02
4.1740D+00 9.793D-02
4.3219D+00 9.476D-02
4.3436D+00 9.429D-02
4.3652D+00 9.383D-02
4.6571D+00 8.682D-02
4.6803D+00 8.621D-02
4.7037D+00 8.560D-02
4.7271D+00 8.499D-02
4.9192D+00 7.997D-02
4.9438D+00 7.932D-02
5.0433D+00 7.673D-02
5.1447D+00 7.408D-02
5.1703D+00 7.341D-02
5.6270D+00 6.318D-02
5.6551D+00 6.263D-02
5.6834D+00 6.207D-02
6.1546D+00 5.474D-02
6.1852D+00 5.436D-02
6.7316D+00 4.944D-02
6.7651D+00 4.922D-02
6.7990D+00 4.900D-02
6.8328D+00 4.877D-02
7.4364D+00 4.560D-02
7.6237D+00 4.482D-02
7.8160D+00 4.402D-02
8.3385D+00 3.969D-02
9.0751D+00 3.079D-02
9.8764D+00 2.389D-02
1.0749D+01 1.853D-02
1.1698D+01 1.437D-02
1.2731D+01 1.115D-02
1.3856D+01 8.652D-03
1.5080D+01 6.711D-03
1.6411D+01 5.206D-03
1.7861D+01 4.039D-03
1.9438D+01 3.134D-03
2.1155D+01 2.431D-03
2.3023D+01 1.886D-03
2.5057D+01 1.463D-03
2.6467D+01 1.241D-03
3s23p4p3Pe                              !Configuration name
20                                      !Type of cross-section
159                                     !Number of cross-section points
1.0000D+00 1.029D+00
1.0151D+00 1.095D+00
1.0303D+00 1.321D+00
1.0355D+00 1.389D+00
1.0406D+00 1.422D+00
1.0458D+00 1.429D+00
1.0510D+00 1.427D+00
1.0563D+00 1.426D+00
1.0616D+00 1.429D+00
1.0669D+00 1.437D+00
1.0722D+00 1.470D+00
1.0776D+00 1.577D+00
1.0829D+00 1.840D+00
1.0938D+00 2.847D+00
1.0992D+00 3.351D+00
1.1047D+00 3.632D+00
1.1102D+00 3.706D+00
1.1158D+00 3.704D+00
1.1213D+00 3.797D+00
1.1269D+00 4.137D+00
1.1326D+00 4.855D+00
1.1382D+00 6.251D+00
1.1553D+00 1.650D+01
1.1611D+00 1.995D+01
1.1669D+00 2.107D+01
1.1727D+00 1.908D+01
1.1844D+00 1.120D+01
1.1904D+00 8.315D+00
1.1963D+00 6.946D+00
1.2023D+00 6.624D+00
1.2083D+00 7.047D+00
1.2143D+00 8.056D+00
1.2204D+00 9.892D+00
1.2265D+00 1.296D+01
1.2511D+00 4.421D+01
1.2574D+00 5.093D+01
1.2637D+00 5.357D+01
1.2699D+00 5.196D+01
1.2955D+00 2.466D+01
1.3150D+00 7.401D+00
1.3215D+00 4.747D+00
1.3282D+00 3.113D+00
1.3348D+00 2.277D+00
1.3414D+00 1.920D+00
1.3481D+00 1.906D+00
1.3549D+00 2.124D+00
1.3616D+00 2.580D+00
1.3821D+00 5.431D+00
1.3960D+00 9.032D+00
1.4029D+00 1.245D+01
1.4099D+00 1.844D+01
1.4169D+00 2.918D+01
1.4383D+00 9.562D+01
1.4454D+00 1.186D+02
1.4527D+00 1.336D+02
1.4599D+00 1.377D+02
1.4672D+00 1.341D+02
1.4819D+00 1.150D+02
1.5042D+00 5.340D+01
1.5192D+00 2.059D+01
1.5268D+00 1.253D+01
1.5344D+00 8.007D+00
1.5421D+00 5.291D+00
1.5498D+00 3.762D+00
1.5575D+00 2.894D+00
1.5653D+00 2.420D+00
1.5889D+00 1.639D+00
1.6048D+00 1.272D+00
1.6370D+00 8.363D-01
1.6783D+00 5.862D-01
1.7036D+00 7.472D-01
1.7206D+00 8.145D-01
1.7378D+00 6.639D-01
1.7994D+00 3.740D-01
1.8084D+00 3.532D-01
1.8265D+00 3.273D-01
1.8540D+00 5.165D-01
1.8726D+00 6.224D-01
1.8913D+00 5.306D-01
1.9102D+00 4.307D-01
1.9293D+00 2.980D-01
1.9681D+00 1.551D-01
2.0380D+00 2.541D-01
2.0584D+00 2.714D-01
2.0893D+00 2.099D-01
2.1420D+00 1.385D-01
2.1742D+00 1.672D-01
2.1851D+00 1.735D-01
2.2069D+00 1.633D-01
2.2179D+00 1.582D-01
2.2401D+00 1.647D-01
2.2625D+00 1.700D-01
2.2739D+00 1.691D-01
2.2966D+00 1.680D-01
2.3428D+00 1.510D-01
2.4018D+00 1.322D-01
2.4259D+00 1.272D-01
2.6402D+00 9.876D-02
2.8733D+00 9.193D-02
2.9458D+00 9.164D-02
3.0502D+00 9.123D-02
3.0655D+00 9.117D-02
3.0807D+00 9.111D-02
3.1271D+00 9.093D-02
3.1741D+00 9.075D-02
3.2059D+00 9.062D-02
3.4891D+00 8.925D-02
3.5065D+00 8.915D-02
3.6309D+00 8.844D-02
3.6672D+00 8.824D-02
3.6854D+00 8.813D-02
3.7223D+00 8.792D-02
4.0511D+00 8.419D-02
4.0713D+00 8.386D-02
4.1740D+00 8.218D-02
4.2367D+00 8.115D-02
4.2579D+00 8.081D-02
4.2791D+00 8.046D-02
4.6110D+00 7.380D-02
4.6339D+00 7.328D-02
4.8222D+00 6.904D-02
